source_id,number,ocel timestamp,ocel activity,weight,price,weight_y,price_y
19906.0,['991776',2020-03-25 11:00:00,package delivered,,,4.796,2837.94
19906.0, '991768',2020-03-25 11:00:00,package delivered,,,4.796,2837.94
19906.0, '991663'],2020-03-25 11:00:00,package delivered,,,4.796,2837.94
19907.0,['991788'],2020-03-25 11:06:03,pick item,,,0.38,29.99
19908.0,['991798'],2020-03-25 11:07:33,pick item,,,0.78,99.99
19909.0,['991773',2020-03-25 11:07:33,create package,,,4.426,3091.97
19909.0, '991794'],2020-03-25 11:07:33,create package,,,4.426,3091.97
19910.0,['991746'],2020-03-25 11:07:35,pay order,,,0.172,704.0
19911.0,['991749',2020-03-25 11:28:04,send package,,,6.421,10471.97
19911.0, '991754',2020-03-25 11:28:04,send package,,,6.421,10471.97
19911.0, '991778',2020-03-25 11:28:04,send package,,,6.421,10471.97
19911.0, '991757',2020-03-25 11:28:04,send package,,,6.421,10471.97
19911.0, '991756',2020-03-25 11:28:04,send package,,,6.421,10471.97
19911.0, '991782'],2020-03-25 11:28:04,send package,,,6.421,10471.97
19912.0,['991795'],2020-03-25 11:28:45,item out of stock,,,0.483,495.0
19913.0,['991803'],2020-03-25 11:31:29,place order,,,0.49,983.0
19914.0,['991795'],2020-03-25 11:37:51,confirm order,,,1.887,2087.98
19915.0,['991788'],2020-03-25 11:39:44,pay order,,,1.916,1121.98
19916.0,['991796'],2020-03-25 11:48:28,reorder item,,,0.88,89.99
19917.0,['991789'],2020-03-25 11:59:50,reorder item,,,0.78,99.99
19918.0,['991652'],2020-03-25 12:15:48,pay order,,,2.375,1824.99
19919.0,['991799'],2020-03-25 12:22:10,item out of stock,,,0.28,89.99
19920.0,['991803'],2020-03-25 12:39:13,confirm order,,,0.49,983.0
19921.0,['991793'],2020-03-25 12:48:44,pick item,,,0.28,89.99
19922.0,['991681'],2020-03-25 13:05:47,payment reminder,,,2.23,2344.98
19923.0,['991804'],2020-03-25 13:22:46,place order,,,2.108,1829.99
19924.0,['991801'],2020-03-25 13:28:31,confirm order,,,2.513,3403.99
19925.0,['991740'],2020-03-25 13:29:47,pick item,,,0.483,1099.0
19926.0,['991768'],2020-03-25 13:32:09,pay order,,,2.74,314.97
19927.0,['991802'],2020-03-25 13:33:40,reorder item,,,0.483,1099.0
19928.0,['991796',2020-03-25 13:48:33,package delivered,,,4.29,2639.97
19928.0, '991767',2020-03-25 13:48:33,package delivered,,,4.29,2639.97
19928.0, '991777'],2020-03-25 13:48:33,package delivered,,,4.29,2639.97
19929.0,['991802'],2020-03-25 14:17:13,pick item,,,1.28,149.99
19930.0,['991784'],2020-03-25 14:17:40,pay order,,,2.226,799.97
19931.0,['991796'],2020-03-25 14:27:36,confirm order,,,3.181,2287.98
19932.0,['991784'],2020-03-25 14:33:14,reorder item,,,0.28,89.99
19933.0,['991800'],2020-03-25 14:34:03,item out of stock,,,0.483,1099.0
19934.0,['991799'],2020-03-25 14:37:28,confirm order,,,2.78,4494.99
19935.0,['991689',2020-03-25 14:57:18,send package,,,3.4730000000000003,4146.98
19935.0, '991705',2020-03-25 14:57:18,send package,,,3.4730000000000003,4146.98
19935.0, '991781'],2020-03-25 14:57:18,send package,,,3.4730000000000003,4146.98
19936.0,['991804'],2020-03-25 14:58:20,pick item,,,0.44,476.0
19937.0,['991776'],2020-03-25 14:59:11,reorder item,,,0.21,529.0
19938.0,['991774'],2020-03-25 15:03:37,pick item,,,0.483,495.0
19939.0,['991805'],2020-03-25 15:05:19,place order,,,3.818,3933.98
19940.0,['991791'],2020-03-25 15:23:30,pick item,,,0.88,89.99
19941.0,['991792'],2020-03-25 15:25:19,pick item,,,1.37,2500.0
19942.0,['991651',2020-03-25 15:25:19,create package,,,8.177,5836.93
19942.0, '991713',2020-03-25 15:25:19,create package,,,8.177,5836.93
19942.0, '991760',2020-03-25 15:25:19,create package,,,8.177,5836.93
19942.0, '991795',2020-03-25 15:25:19,create package,,,8.177,5836.93
19942.0, '991770',2020-03-25 15:25:19,create package,,,8.177,5836.93
19942.0, '991750'],2020-03-25 15:25:19,create package,,,8.177,5836.93
19943.0,['991633'],2020-03-25 15:45:02,pay order,,,1.905,3399.0
19944.0,['991803'],2020-03-25 15:45:27,pick item,,,0.28,449.0
19945.0,['991795'],2020-03-25 15:50:44,pay order,,,1.887,2087.98
19946.0,['991805'],2020-03-25 15:58:14,confirm order,,,3.818,3933.98
19947.0,['991800'],2020-03-25 16:28:34,confirm order,,,0.863,1133.99
19948.0,['991806'],2020-03-25 16:30:26,place order,,,3.52,474.96
19949.0,['991776'],2020-03-25 16:40:18,pick item,,,0.21,529.0
19950.0,['991774',2020-03-25 16:41:41,package delivered,,,3.26,785.96
19950.0, '991775',2020-03-25 16:41:41,package delivered,,,3.26,785.96
19950.0, '991720'],2020-03-25 16:41:41,package delivered,,,3.26,785.96
19951.0,['991786'],2020-03-25 16:42:11,reorder item,,,0.495,129.0
19952.0,['991779'],2020-03-25 16:50:05,pay order,,,0.166,804.0
19953.0,['991784'],2020-03-25 17:07:34,pick item,,,0.483,79.99
19954.0,['991796'],2020-03-25 17:09:39,item out of stock,,,0.172,699.0
19955.0,['991711'],2020-03-25 17:13:58,pick item,,,0.166,799.0
19956.0,['991799'],2020-03-25 17:14:10,pick item,,,1.25,2200.0
19957.0,['991622'],2020-03-25 17:18:34,package delivered,,,0.483,1099.0
19958.0,['991773',2020-03-25 17:47:52,send package,,,4.426,3091.97
19958.0, '991794'],2020-03-25 17:47:52,send package,,,4.426,3091.97
19959.0,['991736'],2020-03-25 18:08:40,pick item,,,1.25,2200.0
19960.0,['991807'],2020-03-25 18:20:39,place order,,,2.12,2907.98
19961.0,['991786'],2020-03-25 18:56:43,pick item,,,0.495,129.0
19962.0,['991795'],2020-03-25 19:26:56,reorder item,,,0.483,495.0
19963.0,['991777'],2020-03-25 19:31:19,confirm order,,,1.84,334.97
19964.0,['991799'],2020-03-25 19:49:42,item out of stock,,,1.25,2200.0
19965.0,['991808'],2020-03-25 20:41:32,place order,,,5.21,2994.97
19966.0,['991802'],2020-03-25 20:44:13,pick item,,,1.48,199.99
19967.0,['991801'],2020-03-25 22:10:25,pick item,,,1.25,2200.0
19968.0,['991809'],2020-03-26 01:27:06,place order,,,1.69,733.99
19969.0,['991806'],2020-03-26 09:10:28,pick item,,,0.88,89.99
19970.0,['991802'],2020-03-26 09:13:15,pick item,,,0.38,29.99
19971.0,['991806',2020-03-26 09:13:15,create package,,,5.5310000000000015,8217.99
19971.0, '991753',2020-03-26 09:13:15,create package,,,5.5310000000000015,8217.99
19971.0, '991779',2020-03-26 09:13:15,create package,,,5.5310000000000015,8217.99
19971.0, '991797',2020-03-26 09:13:15,create package,,,5.5310000000000015,8217.99
19971.0, '991801'],2020-03-26 09:13:15,create package,,,5.5310000000000015,8217.99
19972.0,['991807'],2020-03-26 09:21:50,pick item,,,0.188,1149.0
19973.0,['991785'],2020-03-26 09:28:08,item out of stock,,,0.28,449.0
19974.0,['991651',2020-03-26 09:36:04,send package,,,8.177,5836.93
19974.0, '991713',2020-03-26 09:36:04,send package,,,8.177,5836.93
19974.0, '991760',2020-03-26 09:36:04,send package,,,8.177,5836.93
19974.0, '991795',2020-03-26 09:36:04,send package,,,8.177,5836.93
19974.0, '991770',2020-03-26 09:36:04,send package,,,8.177,5836.93
19974.0, '991750'],2020-03-26 09:36:04,send package,,,8.177,5836.93
19975.0,['991804'],2020-03-26 09:37:05,confirm order,,,2.108,1829.99
19976.0,['991651',2020-03-26 09:37:19,package delivered,,,8.177,5836.93
19976.0, '991713',2020-03-26 09:37:19,package delivered,,,8.177,5836.93
19976.0, '991760',2020-03-26 09:37:19,package delivered,,,8.177,5836.93
19976.0, '991795',2020-03-26 09:37:19,package delivered,,,8.177,5836.93
19976.0, '991770',2020-03-26 09:37:19,package delivered,,,8.177,5836.93
19976.0, '991750'],2020-03-26 09:37:19,package delivered,,,8.177,5836.93
19977.0,['991810'],2020-03-26 09:37:36,place order,,,1.607,1997.99
19978.0,['991808'],2020-03-26 09:49:54,confirm order,,,5.21,2994.97
19979.0,['991802'],2020-03-26 09:59:28,confirm order,,,3.623,1483.97
19980.0,['991797'],2020-03-26 10:01:29,reorder item,,,0.44,476.0
19981.0,['991712'],2020-03-26 10:15:09,pick item,,,0.88,89.99
19982.0,['991806',2020-03-26 10:24:50,send package,,,5.5310000000000015,8217.99
19982.0, '991753',2020-03-26 10:24:50,send package,,,5.5310000000000015,8217.99
19982.0, '991779',2020-03-26 10:24:50,send package,,,5.5310000000000015,8217.99
19982.0, '991797',2020-03-26 10:24:50,send package,,,5.5310000000000015,8217.99
19982.0, '991801'],2020-03-26 10:24:50,send package,,,5.5310000000000015,8217.99
19983.0,['991809'],2020-03-26 10:26:07,confirm order,,,1.69,733.99
19984.0,['991691'],2020-03-26 10:26:25,payment reminder,,,0.6829999999999999,124.98
19985.0,['991809'],2020-03-26 10:34:55,item out of stock,,,0.21,529.0
19986.0,['991794'],2020-03-26 10:35:38,item out of stock,,,0.28,449.0
19987.0,['991774'],2020-03-26 10:40:50,pay order,,,1.243,559.98
19988.0,['991799'],2020-03-26 10:51:28,reorder item,,,1.25,2200.0
19989.0,['991773',2020-03-26 11:02:10,package delivered,,,4.426,3091.97
19989.0, '991794'],2020-03-26 11:02:10,package delivered,,,4.426,3091.97
19990.0,['991793'],2020-03-26 11:14:57,item out of stock,,,0.483,1099.0
19991.0,['991687'],2020-03-26 11:16:03,payment reminder,,,2.4,1949.99
19992.0,['991806'],2020-03-26 11:18:06,pick item,,,1.48,199.99
19993.0,['991803'],2020-03-26 11:26:01,item out of stock,,,0.21,529.0
19994.0,['991811'],2020-03-26 11:34:59,place order,,,1.334,2082.99
19995.0,['991796'],2020-03-26 11:35:02,reorder item,,,0.172,699.0
19996.0,['991793'],2020-03-26 11:47:32,pay order,,,1.173,1762.98
19997.0,['991801'],2020-03-26 11:51:45,pick item,,,0.78,99.99
19998.0,['991810'],2020-03-26 11:52:01,pick item,,,0.172,699.0
19999.0,['991795'],2020-03-26 11:54:40,pick item,,,0.483,495.0
20000.0,['991783',2020-03-26 11:54:40,create package,,,4.482,1376.96
20000.0, '991771',2020-03-26 11:54:40,create package,,,4.482,1376.96
20000.0, '991786',2020-03-26 11:54:40,create package,,,4.482,1376.96
20000.0, '991765',2020-03-26 11:54:40,create package,,,4.482,1376.96
20000.0, '991597'],2020-03-26 11:54:40,create package,,,4.482,1376.96
20001.0,['991783',2020-03-26 11:55:26,send package,,,4.482,1376.96
20001.0, '991771',2020-03-26 11:55:26,send package,,,4.482,1376.96
20001.0, '991786',2020-03-26 11:55:26,send package,,,4.482,1376.96
20001.0, '991765',2020-03-26 11:55:26,send package,,,4.482,1376.96
20001.0, '991597'],2020-03-26 11:55:26,send package,,,4.482,1376.96
20002.0,['991712'],2020-03-26 11:56:18,pick item,,,0.38,29.99
20003.0,['991808'],2020-03-26 12:08:29,pick item,,,1.48,199.99
20004.0,['991781'],2020-03-26 12:13:31,item out of stock,,,0.44,476.0
20005.0,['991689',2020-03-26 12:19:01,package delivered,,,3.4730000000000003,4146.98
20005.0, '991705',2020-03-26 12:19:01,package delivered,,,3.4730000000000003,4146.98
20005.0, '991781'],2020-03-26 12:19:01,package delivered,,,3.4730000000000003,4146.98
20006.0,['991809'],2020-03-26 12:20:14,reorder item,,,0.21,529.0
20007.0,['991804'],2020-03-26 12:27:31,pay order,,,2.108,1829.99
20008.0,['991805'],2020-03-26 12:56:45,pick item,,,1.28,149.99
20009.0,['991806'],2020-03-26 13:08:01,confirm order,,,3.52,474.96
20010.0,['991812'],2020-03-26 13:29:46,place order,,,2.248,1706.99
20011.0,['991766'],2020-03-26 13:42:18,pick item,,,0.483,495.0
20012.0,['991792'],2020-03-26 13:57:11,item out of stock,,,1.37,2500.0
20013.0,['991790'],2020-03-26 14:11:45,pick item,,,0.495,129.0
20014.0,['991811'],2020-03-26 14:16:06,item out of stock,,,0.166,799.0
20015.0,['991787'],2020-03-26 14:38:57,item out of stock,,,1.25,2200.0
20016.0,['991807'],2020-03-26 14:44:58,item out of stock,,,0.483,495.0
20017.0,['991804'],2020-03-26 14:54:29,pick item,,,0.188,1149.0
20018.0,['991807'],2020-03-26 15:05:15,pick item,,,0.483,79.99
20019.0,['991787',2020-03-26 15:05:15,create package,,,3.235,488.97
20019.0, '991668'],2020-03-26 15:05:15,create package,,,3.235,488.97
20020.0,['991749',2020-03-26 15:09:14,package delivered,,,6.421,10471.97
20020.0, '991754',2020-03-26 15:09:14,package delivered,,,6.421,10471.97
20020.0, '991778',2020-03-26 15:09:14,package delivered,,,6.421,10471.97
20020.0, '991757',2020-03-26 15:09:14,package delivered,,,6.421,10471.97
20020.0, '991756',2020-03-26 15:09:14,package delivered,,,6.421,10471.97
20020.0, '991782'],2020-03-26 15:09:14,package delivered,,,6.421,10471.97
20021.0,['991805'],2020-03-26 15:15:40,pick item,,,0.188,1149.0
20022.0,['991813'],2020-03-26 15:19:19,place order,,,6.807,7685.97
20023.0,['991806',2020-03-26 15:35:46,package delivered,,,5.5310000000000015,8217.99
20023.0, '991753',2020-03-26 15:35:46,package delivered,,,5.5310000000000015,8217.99
20023.0, '991779',2020-03-26 15:35:46,package delivered,,,5.5310000000000015,8217.99
20023.0, '991797',2020-03-26 15:35:46,package delivered,,,5.5310000000000015,8217.99
20023.0, '991801'],2020-03-26 15:35:46,package delivered,,,5.5310000000000015,8217.99
20024.0,['991788'],2020-03-26 15:37:04,pick item,,,0.38,29.99
20025.0,['991813'],2020-03-26 15:49:15,pick item,,,0.166,799.0
20026.0,['991803'],2020-03-26 16:01:19,reorder item,,,0.21,529.0
20027.0,['991801'],2020-03-26 16:03:23,pick item,,,0.483,1099.0
20028.0,['991790',2020-03-26 16:03:23,create package,,,5.239,7141.97
20028.0, '991807',2020-03-26 16:03:23,create package,,,5.239,7141.97
20028.0, '991789',2020-03-26 16:03:23,create package,,,5.239,7141.97
20028.0, '991736'],2020-03-26 16:03:23,create package,,,5.239,7141.97
20029.0,['991785'],2020-03-26 16:21:33,pick item,,,0.28,89.99
20030.0,['991794'],2020-03-26 16:43:43,pick item,,,0.98,129.99
20031.0,['991697'],2020-03-26 16:43:46,payment reminder,,,0.92,969.99
20032.0,['991783',2020-03-26 16:46:18,package delivered,,,4.482,1376.96
20032.0, '991771',2020-03-26 16:46:18,package delivered,,,4.482,1376.96
20032.0, '991786',2020-03-26 16:46:18,package delivered,,,4.482,1376.96
20032.0, '991765',2020-03-26 16:46:18,package delivered,,,4.482,1376.96
20032.0, '991597'],2020-03-26 16:46:18,package delivered,,,4.482,1376.96
20033.0,['991814'],2020-03-26 16:58:26,place order,,,1.08,134.98
20034.0,['991785'],2020-03-26 17:10:51,reorder item,,,0.28,449.0
20035.0,['991813'],2020-03-26 17:14:57,item out of stock,,,1.25,2200.0
20036.0,['991491'],2020-03-26 17:28:31,pay order,,,2.327,1022.98
20037.0,['991760'],2020-03-26 17:34:01,pick item,,,0.28,89.99
20038.0,['991806'],2020-03-26 17:57:19,pay order,,,3.52,474.96
20039.0,['991808'],2020-03-26 18:01:27,item out of stock,,,1.37,2500.0
20040.0,['991805'],2020-03-26 18:08:33,pick item,,,0.98,129.99
20041.0,['991797'],2020-03-26 18:13:18,pick item,,,0.21,529.0
20042.0,['991687'],2020-03-26 18:23:55,pay order,,,2.4,1949.99
20043.0,['991812'],2020-03-26 18:45:08,pick item,,,0.21,529.0
20044.0,['991804'],2020-03-26 18:50:11,pick item,,,1.48,199.99
20045.0,['991815'],2020-03-26 19:16:39,place order,,,2.417,5477.0
20046.0,['991807'],2020-03-26 19:26:11,reorder item,,,0.483,495.0
20047.0,['991810'],2020-03-26 20:08:07,confirm order,,,1.607,1997.99
20048.0,['991805'],2020-03-26 20:55:00,pick item,,,1.37,2500.0
20049.0,['991673'],2020-03-26 21:13:40,pay order,,,1.095,2279.0
20050.0,['991816'],2020-03-26 22:12:53,place order,,,1.7009999999999998,3554.0
20051.0,['991817'],2020-03-27 08:17:21,place order,,,3.055,433.98
20052.0,['991707'],2020-03-27 08:30:42,pick item,,,0.172,699.0
20053.0,['991707',2020-03-27 08:30:42,create package,,,3.362,5757.98
20053.0, '991681',2020-03-27 08:30:42,create package,,,3.362,5757.98
20053.0, '991799',2020-03-27 08:30:42,create package,,,3.362,5757.98
20053.0, '991793'],2020-03-27 08:30:42,create package,,,3.362,5757.98
20054.0,['991813'],2020-03-27 08:31:59,pick item,,,0.88,89.99
20055.0,['991806'],2020-03-27 08:36:45,pick item,,,0.28,89.99
20056.0,['991813'],2020-03-27 08:48:53,item out of stock,,,0.495,129.0
20057.0,['991813'],2020-03-27 09:10:43,pick item,,,0.2,39.99
20058.0,['991815'],2020-03-27 09:21:04,pick item,,,1.37,2500.0
20059.0,['991813'],2020-03-27 09:25:06,item out of stock,,,0.483,495.0
20060.0,['991817'],2020-03-27 09:31:14,item out of stock,,,1.28,149.99
20061.0,['991809'],2020-03-27 09:47:02,pick item,,,1.48,199.99
20062.0,['991814'],2020-03-27 09:51:29,pick item,,,0.88,89.99
20063.0,['991764',2020-03-27 09:51:29,create package,,,4.837,4341.95
20063.0, '991641',2020-03-27 09:51:29,create package,,,4.837,4341.95
20063.0, '991717',2020-03-27 09:51:29,create package,,,4.837,4341.95
20063.0, '991670',2020-03-27 09:51:29,create package,,,4.837,4341.95
20063.0, '991791',2020-03-27 09:51:29,create package,,,4.837,4341.95
20063.0, '991766'],2020-03-27 09:51:29,create package,,,4.837,4341.95
20064.0,['991807'],2020-03-27 09:54:19,pick item,,,0.483,79.99
20065.0,['991808'],2020-03-27 09:59:00,pick item,,,1.48,199.99
20066.0,['991796'],2020-03-27 10:06:42,item out of stock,,,0.166,799.0
20067.0,['991796'],2020-03-27 10:12:58,reorder item,,,0.166,799.0
20068.0,['991818'],2020-03-27 10:15:48,place order,,,0.2,44.99
20069.0,['991787',2020-03-27 10:24:05,send package,,,3.235,488.97
20069.0, '991668'],2020-03-27 10:24:05,send package,,,3.235,488.97
20070.0,['991817'],2020-03-27 10:43:42,pick item,,,0.495,129.0
20071.0,['991812'],2020-03-27 10:44:03,pick item,,,0.28,449.0
20072.0,['991657'],2020-03-27 10:57:07,pick item,,,0.88,89.99
20073.0,['991817'],2020-03-27 11:07:57,confirm order,,,3.055,433.98
20074.0,['991814'],2020-03-27 11:09:54,confirm order,,,1.08,134.98
20075.0,['991707',2020-03-27 11:10:29,send package,,,3.362,5757.98
20075.0, '991681',2020-03-27 11:10:29,send package,,,3.362,5757.98
20075.0, '991799',2020-03-27 11:10:29,send package,,,3.362,5757.98
20075.0, '991793'],2020-03-27 11:10:29,send package,,,3.362,5757.98
20076.0,['991810'],2020-03-27 11:19:32,item out of stock,,,0.172,699.0
20077.0,['991790',2020-03-27 11:28:48,send package,,,5.239,7141.97
20077.0, '991807',2020-03-27 11:28:48,send package,,,5.239,7141.97
20077.0, '991789',2020-03-27 11:28:48,send package,,,5.239,7141.97
20077.0, '991736'],2020-03-27 11:28:48,send package,,,5.239,7141.97
20078.0,['991818'],2020-03-27 11:32:14,confirm order,,,0.2,44.99
20079.0,['991672'],2020-03-27 11:43:26,pay order,,,6.252999999999999,3084.94
20080.0,['991792'],2020-03-27 11:46:56,reorder item,,,1.37,2500.0
20081.0,['991819'],2020-03-27 11:51:24,place order,,,1.463,214.98
20082.0,['991811'],2020-03-27 11:53:31,reorder item,,,0.166,799.0
20083.0,['991819'],2020-03-27 11:55:43,pick item,,,0.98,129.99
20084.0,['991813'],2020-03-27 12:01:40,confirm order,,,6.807,7685.97
20085.0,['991816'],2020-03-27 12:03:32,item out of stock,,,0.44,476.0
20086.0,['991736'],2020-03-27 12:03:36,pick item,,,0.2,39.99
20087.0,['991776'],2020-03-27 12:08:49,pick item,,,0.28,89.99
20088.0,['991816'],2020-03-27 12:09:49,pick item,,,0.166,799.0
20089.0,['991740',2020-03-27 12:09:49,create package,,,2.543,1348.98
20089.0, '991782'],2020-03-27 12:09:49,create package,,,2.543,1348.98
20090.0,['991806'],2020-03-27 12:17:11,pick item,,,0.88,89.99
20091.0,['991780'],2020-03-27 12:17:55,pick item,,,0.28,89.99
20092.0,['991800'],2020-03-27 12:28:55,reorder item,,,0.38,29.99
20093.0,['991795'],2020-03-27 12:53:39,pick item,,,0.172,699.0
20094.0,['991796',2020-03-27 12:53:39,create package,,,1.253,1922.0
20094.0, '991812',2020-03-27 12:53:39,create package,,,1.253,1922.0
20094.0, '991803'],2020-03-27 12:53:39,create package,,,1.253,1922.0
20095.0,['991740',2020-03-27 12:54:56,send package,,,2.543,1348.98
20095.0, '991782'],2020-03-27 12:54:56,send package,,,2.543,1348.98
20096.0,['991787',2020-03-27 13:10:42,failed delivery,,,3.235,488.97
20096.0, '991668'],2020-03-27 13:10:42,failed delivery,,,3.235,488.97
20097.0,['991820'],2020-03-27 14:02:35,place order,,,0.66,483.99
20098.0,['991812'],2020-03-27 14:10:48,confirm order,,,2.248,1706.99
20099.0,['991740',2020-03-27 14:31:48,failed delivery,,,2.543,1348.98
20099.0, '991782'],2020-03-27 14:31:48,failed delivery,,,2.543,1348.98
20100.0,['991812'],2020-03-27 14:34:45,pick item,,,0.495,129.0
20101.0,['991820'],2020-03-27 14:37:49,pick item,,,0.28,449.0
20102.0,['991736'],2020-03-27 14:44:08,pay order,,,3.731,4473.98
20103.0,['991787'],2020-03-27 14:46:59,reorder item,,,1.25,2200.0
20104.0,['991816'],2020-03-27 14:56:01,pick item,,,0.483,1099.0
20105.0,['991707',2020-03-27 15:07:15,failed delivery,,,3.362,5757.98
20105.0, '991681',2020-03-27 15:07:15,failed delivery,,,3.362,5757.98
20105.0, '991799',2020-03-27 15:07:15,failed delivery,,,3.362,5757.98
20105.0, '991793'],2020-03-27 15:07:15,failed delivery,,,3.362,5757.98
20106.0,['991821'],2020-03-27 15:24:58,place order,,,0.483,84.99
20107.0,['991819'],2020-03-27 15:27:14,confirm order,,,1.463,214.98
20108.0,['991815'],2020-03-27 15:37:53,pick item,,,0.483,495.0
20109.0,['991804',2020-03-27 15:37:53,create package,,,7.169,5893.94
20109.0, '991788',2020-03-27 15:37:53,create package,,,7.169,5893.94
20109.0, '991805',2020-03-27 15:37:53,create package,,,7.169,5893.94
20109.0, '991784'],2020-03-27 15:37:53,create package,,,7.169,5893.94
20110.0,['991711'],2020-03-27 15:40:01,pick item,,,0.88,89.99
20111.0,['991707',2020-03-27 15:48:25,package delivered,,,3.362,5757.98
20111.0, '991681',2020-03-27 15:48:25,package delivered,,,3.362,5757.98
20111.0, '991799',2020-03-27 15:48:25,package delivered,,,3.362,5757.98
20111.0, '991793'],2020-03-27 15:48:25,package delivered,,,3.362,5757.98
20112.0,['991810'],2020-03-27 15:53:51,pick item,,,0.483,495.0
20113.0,['991810'],2020-03-27 15:55:30,reorder item,,,0.172,699.0
20114.0,['991797'],2020-03-27 16:09:09,pick item,,,1.37,2500.0
20115.0,['991816'],2020-03-27 16:23:03,item out of stock,,,0.44,476.0
20116.0,['991813'],2020-03-27 16:23:37,pick item,,,0.188,1149.0
20117.0,['991819'],2020-03-27 16:24:51,pick item,,,0.483,79.99
20118.0,['991821'],2020-03-27 16:34:24,pick item,,,0.483,79.99
20119.0,['991801'],2020-03-27 16:37:57,pay order,,,2.513,3403.99
20120.0,['991804',2020-03-27 16:38:37,send package,,,7.169,5893.94
20120.0, '991788',2020-03-27 16:38:37,send package,,,7.169,5893.94
20120.0, '991805',2020-03-27 16:38:37,send package,,,7.169,5893.94
20120.0, '991784'],2020-03-27 16:38:37,send package,,,7.169,5893.94
20121.0,['991817'],2020-03-27 16:47:43,pay order,,,3.055,433.98
20122.0,['991740',2020-03-27 16:52:46,failed delivery,,,2.543,1348.98
20122.0, '991782'],2020-03-27 16:52:46,failed delivery,,,2.543,1348.98
20123.0,['991810'],2020-03-27 17:02:17,pick item,,,0.78,99.99
20124.0,['991686'],2020-03-27 17:09:03,pick item,,,0.166,799.0
20125.0,['991822'],2020-03-27 17:09:43,place order,,,0.815,2702.0
20126.0,['991764',2020-03-27 17:29:20,send package,,,4.837,4341.95
20126.0, '991641',2020-03-27 17:29:20,send package,,,4.837,4341.95
20126.0, '991717',2020-03-27 17:29:20,send package,,,4.837,4341.95
20126.0, '991670',2020-03-27 17:29:20,send package,,,4.837,4341.95
20126.0, '991791',2020-03-27 17:29:20,send package,,,4.837,4341.95
20126.0, '991766'],2020-03-27 17:29:20,send package,,,4.837,4341.95
20127.0,['991823'],2020-03-27 18:39:13,place order,,,1.143,563.98
20128.0,['991794'],2020-03-27 18:52:52,pick item,,,0.38,29.99
20129.0,['991764',2020-03-27 19:01:45,package delivered,,,4.837,4341.95
20129.0, '991641',2020-03-27 19:01:45,package delivered,,,4.837,4341.95
20129.0, '991717',2020-03-27 19:01:45,package delivered,,,4.837,4341.95
20129.0, '991670',2020-03-27 19:01:45,package delivered,,,4.837,4341.95
20129.0, '991791',2020-03-27 19:01:45,package delivered,,,4.837,4341.95
20129.0, '991766'],2020-03-27 19:01:45,package delivered,,,4.837,4341.95
20130.0,['991811'],2020-03-27 19:05:48,pick item,,,0.188,1149.0
20131.0,['991798',2020-03-27 19:05:48,create package,,,3.128,3223.99
20131.0, '991817',2020-03-27 19:05:48,create package,,,3.128,3223.99
20131.0, '991815'],2020-03-27 19:05:48,create package,,,3.128,3223.99
20132.0,['991814'],2020-03-27 20:05:22,pick item,,,0.2,39.99
20133.0,['991816'],2020-03-27 20:42:05,confirm order,,,1.7009999999999998,3554.0
20134.0,['991811'],2020-03-27 21:26:10,pick item,,,0.98,129.99
20135.0,['991824'],2020-03-27 21:37:14,place order,,,1.4680000000000002,1303.99
20136.0,['991804',2020-03-27 22:01:11,package delivered,,,7.169,5893.94
20136.0, '991788',2020-03-27 22:01:11,package delivered,,,7.169,5893.94
20136.0, '991805',2020-03-27 22:01:11,package delivered,,,7.169,5893.94
20136.0, '991784'],2020-03-27 22:01:11,package delivered,,,7.169,5893.94
20137.0,['991823'],2020-03-27 22:17:43,confirm order,,,1.143,563.98
20138.0,['991582'],2020-03-28 11:47:10,payment reminder,,,6.5760000000000005,8442.97
20139.0,['991825'],2020-03-28 13:43:18,place order,,,1.543,633.98
20140.0,['991703'],2020-03-29 13:04:14,payment reminder,,,2.468,1911.99
20141.0,['991826'],2020-03-29 14:26:30,place order,,,2.443,1711.97
20142.0,['991802',2020-03-30 01:00:00,create package,,,6.1,779.95
20142.0, '991808'],2020-03-30 01:00:00,create package,,,6.1,779.95
20143.0,['991827'],2020-03-30 07:04:54,place order,,,1.48,194.98
20144.0,['991807'],2020-03-30 08:46:29,pick item,,,0.483,1099.0
20145.0,['991826'],2020-03-30 09:00:29,pick item,,,0.38,29.99
20146.0,['991811'],2020-03-30 09:17:42,confirm order,,,1.334,2082.99
20147.0,['991827'],2020-03-30 09:20:20,pick item,,,1.28,149.99
20148.0,['991776'],2020-03-30 09:20:56,item out of stock,,,0.38,29.99
20149.0,['991776'],2020-03-30 09:42:45,reorder item,,,0.38,29.99
20150.0,['991812'],2020-03-30 09:47:50,pay order,,,2.248,1706.99
20151.0,['991828'],2020-03-30 09:49:11,place order,,,1.53,2294.99
20152.0,['991794'],2020-03-30 09:54:49,pay order,,,3.813,1837.97
20153.0,['991825'],2020-03-30 10:13:14,pick item,,,0.483,79.99
20154.0,['991813'],2020-03-30 10:39:31,pick item,,,0.495,129.0
20155.0,['991800'],2020-03-30 10:40:59,reorder item,,,0.483,1099.0
20156.0,['991798'],2020-03-30 10:41:21,pay order,,,0.98,144.98
20157.0,['991826'],2020-03-30 10:43:48,item out of stock,,,0.28,449.0
20158.0,['991785'],2020-03-30 10:45:54,pick item,,,0.28,449.0
